ticker,industry,link,name,stockID
GREENDELT,Insurance,http://lankabd.com/dse/stock-market/GREENDELT/green-delta-insurance-company-limited/financial-statements?companyId=202&stockId=202,Green Delta Insurance Company Limited,202
ARGONDENIM,Textile,http://lankabd.com/dse/stock-market/ARGONDENIM/argon-denims-limited/financial-statements?companyId=304&stockId=298,Argon Denims Limited,298
MONNOSTAF,Engineering,http://lankabd.com/dse/stock-market/MONNOSTAF/monno-jute-stafflers-limited/financial-statements?companyId=55&stockId=55,Monno Jute Stafflers Limited,55
FORTUNE,Tannery Industries,http://lankabd.com/dse/stock-market/FORTUNE/fortune-shoes-limited/financial-statements?companyId=372&stockId=648,Fortune Shoes Limited,648
KPPL,Paper & Printing,http://lankabd.com/dse/stock-market/KPPL/khulna-printing-&-packaging-limited/financial-statements?companyId=339&stockId=614,Khulna Printing & Packaging Limited,614
STANCERAM,Ceramics Sector,http://lankabd.com/dse/stock-market/STANCERAM/standard-ceramic-limited/financial-statements?companyId=12&stockId=12,Standard Ceramic Limited,12
MHSML,Textile,http://lankabd.com/dse/stock-market/MHSML/mozaffar-hossain-spinning-mills-limited/financial-statements?companyId=331&stockId=599,Mozaffar Hossain Spinning Mills Limited,599
QSMDRYCELL,Engineering,http://lankabd.com/dse/stock-market/QSMDRYCELL/quasem-drycells-limited/financial-statements?companyId=60&stockId=60,Quasem Drycells Limited,60
ATLASBANG,Engineering,http://lankabd.com/dse/stock-market/ATLASBANG/atlas-bangladesh-limited/financial-statements?companyId=44&stockId=44,Atlas Bangladesh Limited,44
SAPORTL,Services & Real Estate,http://lankabd.com/dse/stock-market/SAPORTL/summit-alliance-port-limited/financial-statements?companyId=154&stockId=154,Summit Alliance Port Limited,154
ZEALBANGLA,Food & Allied,http://lankabd.com/dse/stock-market/ZEALBANGLA/zeal-bangla-sugar-mills-limited/financial-statements?companyId=100&stockId=100,Zeal Bangla Sugar Mills Limited,100
HWAWELLTEX,Textile,http://lankabd.com/dse/stock-market/HWAWELLTEX/hwa-well-textiles-(bd)-limited/financial-statements?companyId=335&stockId=608,BD) Limited,608
PRIMEBANK,Bank,http://lankabd.com/dse/stock-market/PRIMEBANK/prime-bank-limited/financial-statements?companyId=32&stockId=32,Prime Bank Limited,32
APEXSPINN,Textile,http://lankabd.com/dse/stock-market/APEXSPINN/apex-spinning-&-knitting-mills-limited/financial-statements?companyId=164&stockId=164,Apex Spinning & Knitting Mills Limited,164
AL-HAJTEX,Textile,http://lankabd.com/dse/stock-market/AL-HAJTEX/al-haj-textile-mills-limited/financial-statements?companyId=161&stockId=161,Al-Haj Textile Mills Limited,161
ICB1STNRB,Mutual Funds,http://lankabd.com/dse/stock-market/ICB1STNRB/icb-amcl-1st-nrb-mutual-fund/financial-statements?companyId=255&stockId=255,ICB AMCL 1st NRB Mutual Fund,255
MALEKSPIN,Textile,http://lankabd.com/dse/stock-market/MALEKSPIN/malek-spinning-mills-limited/financial-statements?companyId=173&stockId=173,Malek Spinning Mills Limited,173
RUPALIBANK,Bank,http://lankabd.com/dse/stock-market/RUPALIBANK/rupali-bank-limited/financial-statements?companyId=34&stockId=34,Rupali Bank Limited,34
KBPPWBIL,Miscellaneous,http://lankabd.com/dse/stock-market/KBPPWBIL/khan-brothers-pp-woven-bag-industries-ltd./financial-statements?companyId=346&stockId=623,Khan Brothers PP Woven Bag Industries Ltd.,623
PADMAOIL,Fuel & Power,http://lankabd.com/dse/stock-market/PADMAOIL/padma-oil-company-limited/financial-statements?companyId=109&stockId=109,Padma Oil Company Limited,109
UNIONCAP,Financial Institutions,http://lankabd.com/dse/stock-market/UNIONCAP/union-capital-limited/financial-statements?companyId=84&stockId=84,Union Capital Limited,84
SOUTHEASTB,Bank,http://lankabd.com/dse/stock-market/SOUTHEASTB/southeast-bank-limited/financial-statements?companyId=37&stockId=37,Southeast Bank Limited,37
SEMLIBBLSF,Mutual Funds,http://lankabd.com/dse/stock-market/SEMLIBBLSF/seml-ibbl-shariah-fund/financial-statements?companyId=376&stockId=653,SEML IBBL Shariah Fund,653
IPDC,Financial Institutions,http://lankabd.com/dse/stock-market/IPDC/ipdc-finance-limited/financial-statements?companyId=74&stockId=74,IPDC Finance Limited,74
ISLAMICFIN,Financial Institutions,http://lankabd.com/dse/stock-market/ISLAMICFIN/islamic-finance-&-investment-limited/financial-statements?companyId=75&stockId=75,Islamic Finance & Investment Limited,75
BBS,Engineering,http://lankabd.com/dse/stock-market/BBS/bangladesh-building-system-ltd./financial-statements?companyId=327&stockId=585,Bangladesh Building System Ltd.,585
BIFC,Financial Institutions,http://lankabd.com/dse/stock-market/BIFC/bangladesh-industrial-fin.-company-limited/financial-statements?companyId=67&stockId=67,Bangladesh Industrial Fin. Company Limited,67
IMAMBUTTON,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/IMAMBUTTON/imam-button-industries-limited/financial-statements?companyId=140&stockId=140,Imam Button Industries Limited,140
KAY&QUE,Engineering,http://lankabd.com/dse/stock-market/KAY&QUE/kay-and-que-bangladesh-limited/financial-statements?companyId=53&stockId=53,Kay and Que Bangladesh Limited,53
PRAGATIINS,Insurance,http://lankabd.com/dse/stock-market/PRAGATIINS/pragati-insurance-limited/financial-statements?companyId=216&stockId=216,Pragati Insurance Limited,216
GSPFINANCE,Financial Institutions,http://lankabd.com/dse/stock-market/GSPFINANCE/gsp-finance-company-(bangladesh)-limited-/financial-statements?companyId=300&stockId=287,Bangladesh) Limited,287
PENINSULA,Travel & Leisure,http://lankabd.com/dse/stock-market/PENINSULA/the-peninsula-chittagong-limited/financial-statements?companyId=338&stockId=610,The Peninsula Chittagong Limited,610
PADMALIFE,Insurance,http://lankabd.com/dse/stock-market/PADMALIFE/padma-islami-life-insurance-limited-/financial-statements?companyId=301&stockId=288,Padma Islami Life Insurance Limited,288
MERCANBANK,Bank,http://lankabd.com/dse/stock-market/MERCANBANK/mercantile-bank-limited/financial-statements?companyId=26&stockId=26,Mercantile Bank Limited,26
SHEPHERD,Textile,http://lankabd.com/dse/stock-market/SHEPHERD/shepherd-industries-limited/financial-statements?companyId=377&stockId=650,Shepherd Industries Limited,650
EBLNRBMF,Mutual Funds,http://lankabd.com/dse/stock-market/EBLNRBMF/ebl-nrb-mutual-fund/financial-statements?companyId=251&stockId=251,EBL NRB Mutual Fund,251
PREMIERLEA,Financial Institutions,http://lankabd.com/dse/stock-market/PREMIERLEA/premier-leasing-&-finance-limited/financial-statements?companyId=81&stockId=81,Premier Leasing & Finance Limited,81
CONTININS,Insurance,http://lankabd.com/dse/stock-market/CONTININS/continental-insurance-limited/financial-statements?companyId=194&stockId=194,Continental Insurance Limited,194
UNIQUEHRL,Travel & Leisure,http://lankabd.com/dse/stock-market/UNIQUEHRL/unique-hotel-&-resorts-limited/financial-statements?companyId=311&stockId=296,Unique Hotel & Resorts Limited,296
STANDBANKL,Bank,http://lankabd.com/dse/stock-market/STANDBANKL/standard-bank-limited/financial-statements?companyId=38&stockId=38,Standard Bank Limited,38
BXPHARMA,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/BXPHARMA/beximco-pharma-/financial-statements?companyId=136&stockId=136,BEXIMCO Pharma,136
MTB,Bank,http://lankabd.com/dse/stock-market/MTB/mutual-trust-bank-ltd./financial-statements?companyId=27&stockId=27,Mutual Trust Bank Ltd.,27
TRUSTBANK,Bank,http://lankabd.com/dse/stock-market/TRUSTBANK/trust-bank-limited/financial-statements?companyId=39&stockId=39,Trust Bank Limited,39
CONFIDCEM,Cement,http://lankabd.com/dse/stock-market/CONFIDCEM/confidence-cement-limited/financial-statements?companyId=3&stockId=3,Confidence Cement Limited,3
PRIMEFIN,Financial Institutions,http://lankabd.com/dse/stock-market/PRIMEFIN/prime-finance-&-investment-limited/financial-statements?companyId=82&stockId=82,Prime Finance & Investment Limited,82
FBFIF,Mutual Funds,http://lankabd.com/dse/stock-market/FBFIF/first-bangladesh-fixed-income-fund/financial-statements?companyId=307&stockId=291,First Bangladesh Fixed Income Fund,291
PRIMETEX,Textile,http://lankabd.com/dse/stock-market/PRIMETEX/prime-textile-spinning-mills-limited/financial-statements?companyId=177&stockId=177,Prime Textile Spinning Mills Limited,177
ISNLTD,IT Sector,http://lankabd.com/dse/stock-market/ISNLTD/information-services-network-limited/financial-statements?companyId=117&stockId=117,Information Services Network Limited,117
EBL,Bank,http://lankabd.com/dse/stock-market/EBL/eastern-bank-limited/financial-statements?companyId=19&stockId=19,Eastern Bank Limited,19
IDLC,Financial Institutions,http://lankabd.com/dse/stock-market/IDLC/idlc-finance-limited/financial-statements?companyId=72&stockId=72,IDLC Finance Limited,72
PREMIERBAN,Bank,http://lankabd.com/dse/stock-market/PREMIERBAN/the-premier-bank-limited/financial-statements?companyId=31&stockId=31,The Premier Bank Limited,31
HFL,Textile,http://lankabd.com/dse/stock-market/HFL/hamid-fabrics-limited/financial-statements?companyId=348&stockId=624,Hamid Fabrics Limited,624
RAHIMTEXT,Textile,http://lankabd.com/dse/stock-market/RAHIMTEXT/rahim-textile-mills-limited/financial-statements?companyId=178&stockId=178,Rahim Textile Mills Limited,178
ISLAMIBANK,Bank,http://lankabd.com/dse/stock-market/ISLAMIBANK/islami-bank-limited/financial-statements?companyId=24&stockId=24,Islami Bank Limited,24
SONARGAON,Textile,http://lankabd.com/dse/stock-market/SONARGAON/sonargaon-textiles-limited/financial-statements?companyId=182&stockId=182,Sonargaon Textiles Limited,182
ACI,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/ACI/aci-limited/financial-statements?companyId=131&stockId=131,ACI Limited,131
EASTERNINS,Insurance,http://lankabd.com/dse/stock-market/EASTERNINS/eastern-insurance-company-ltd./financial-statements?companyId=197&stockId=197,Eastern Insurance Company Ltd.,197
ONEBANKLTD,Bank,http://lankabd.com/dse/stock-market/ONEBANKLTD/one-bank-limited/financial-statements?companyId=30&stockId=30,One Bank Limited,30
PTL,Textile,http://lankabd.com/dse/stock-market/PTL/paramount-textile-limited/financial-statements?companyId=328&stockId=587,Paramount Textile Limited,587
UNITEDINS,Insurance,http://lankabd.com/dse/stock-market/UNITEDINS/united-insurance-company-ltd./financial-statements?companyId=231&stockId=231,United Insurance Company Ltd.,231
DHAKABANK,Bank,http://lankabd.com/dse/stock-market/DHAKABANK/dhaka-bank-limited/financial-statements?companyId=17&stockId=17,Dhaka Bank Limited,17
GEMINISEA,Food & Allied,http://lankabd.com/dse/stock-market/GEMINISEA/gemini-sea-food-limited/financial-statements?companyId=94&stockId=94,Gemini Sea Food Limited,94
JAMUNAOIL,Fuel & Power,http://lankabd.com/dse/stock-market/JAMUNAOIL/jamuna-oil-company-limited/financial-statements?companyId=106&stockId=106,Jamuna Oil Company Limited,106
SHYAMPSUG,Food & Allied,http://lankabd.com/dse/stock-market/SHYAMPSUG/shyampur-sugar-mills-limited/financial-statements?companyId=99&stockId=99,Shyampur Sugar Mills Limited,99
GLOBALINS,Insurance,http://lankabd.com/dse/stock-market/GLOBALINS/global-insurance-ltd./financial-statements?companyId=201&stockId=201,Global Insurance Ltd.,201
AFTABAUTO,Engineering,http://lankabd.com/dse/stock-market/AFTABAUTO/aftab-automobiles-limited/financial-statements?companyId=42&stockId=42,Aftab Automobiles Limited,42
OAL,Engineering,http://lankabd.com/dse/stock-market/OAL/olympic-accessories-limited/financial-statements?companyId=358&stockId=634,Olympic Accessories Limited,634
ICBIBANK,Bank,http://lankabd.com/dse/stock-market/ICBIBANK/icb-islamic-bank-limited/financial-statements?companyId=22&stockId=22,ICB Islamic Bank Limited,22
RDFOOD,Food & Allied,http://lankabd.com/dse/stock-market/RDFOOD/rangpur-dairy-&-food-products-limited/financial-statements?companyId=276&stockId=274,Rangpur Dairy & Food Products Limited,274
CITYGENINS,Insurance,http://lankabd.com/dse/stock-market/CITYGENINS/city-general-insurance-company-limited/financial-statements?companyId=193&stockId=193,City General Insurance Company Limited,193
STANDARINS,Insurance,http://lankabd.com/dse/stock-market/STANDARINS/standard-insurance-limited/financial-statements?companyId=229&stockId=229,Standard Insurance Limited,229
AAMRATECH,IT Sector,http://lankabd.com/dse/stock-market/AAMRATECH/aamra-technologies-limited/financial-statements?companyId=312&stockId=297,Aamra Technologies Limited,297
ILFSL,Financial Institutions,http://lankabd.com/dse/stock-market/ILFSL/international-leasing-&-financial-services-limited/financial-statements?companyId=73&stockId=73,International Leasing & Financial Services Limited,73
MEGHNAPET,Food & Allied,http://lankabd.com/dse/stock-market/MEGHNAPET/meghna-pet-industries-limited/financial-statements?companyId=96&stockId=96,Meghna Pet Industries Limited,96
CENTRALPHL,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/CENTRALPHL/centralphl/financial-statements?companyId=329&stockId=567,Central Pharmaceuticals Limited,567
SONARBAINS,Insurance,http://lankabd.com/dse/stock-market/SONARBAINS/sonar-bangla-insurance-limited/financial-statements?companyId=228&stockId=228,Sonar Bangla Insurance Limited,228
BAYLEASING,Financial Institutions,http://lankabd.com/dse/stock-market/BAYLEASING/bay-leasing-&-investment-limited/financial-statements?companyId=65&stockId=65,Bay Leasing & Investment Limited,65
PRAGATILIF,Insurance,http://lankabd.com/dse/stock-market/PRAGATILIF/pragati-life-insurance-limited/financial-statements?companyId=217&stockId=217,Pragati Life Insurance Limited,217
ACTIVEFINE,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/ACTIVEFINE/active-fine-chemicals-limited/financial-statements?companyId=133&stockId=133,Active Fine Chemicals Limited,133
DELTASPINN,Textile,http://lankabd.com/dse/stock-market/DELTASPINN/delta-spinners-limited/financial-statements?companyId=168&stockId=168,Delta Spinners Limited,168
ANLIMAYARN,Textile,http://lankabd.com/dse/stock-market/ANLIMAYARN/anlima-yarn-dyeing-limited/financial-statements?companyId=163&stockId=163,Anlima Yarn Dyeing Limited,163
NORTHRNINS,Insurance,http://lankabd.com/dse/stock-market/NORTHRNINS/northern-general-insurance-co.-ltd./financial-statements?companyId=210&stockId=210,Northern General Insurance Co. Ltd.,210
ICB,Financial Institutions,http://lankabd.com/dse/stock-market/ICB/investment-corporation-of-bangladesh/financial-statements?companyId=71&stockId=71,Investment Corporation of Bangladesh,71
BSC,Miscellaneous,http://lankabd.com/dse/stock-market/BSC/bangladesh-shipping-corporation/financial-statements?companyId=124&stockId=124,Bangladesh Shipping Corporation,124
MIDASFIN,Financial Institutions,http://lankabd.com/dse/stock-market/MIDASFIN/midas-financing-limited/financial-statements?companyId=77&stockId=77,MIDAS Financing Limited,77
SIMTEX,Textile,http://lankabd.com/dse/stock-market/SIMTEX/simtex-industries-ltd./financial-statements?companyId=362&stockId=637,Simtex Industries Ltd.,637
UTTARAFIN,Financial Institutions,http://lankabd.com/dse/stock-market/UTTARAFIN/uttara-finance-limited/financial-statements?companyId=85&stockId=85,Uttara Finance Limited,85
GENNEXT,Textile,http://lankabd.com/dse/stock-market/GENNEXT/generation-next-fashions-limited/financial-statements?companyId=313&stockId=300,Generation Next Fashions Limited,300
REPUBLIC,Insurance,http://lankabd.com/dse/stock-market/REPUBLIC/republic-insurance-company-limited/financial-statements?companyId=224&stockId=224,Republic Insurance Company Limited,224
REGENTTEX,Textile,http://lankabd.com/dse/stock-market/REGENTTEX/regent-textile-mills-limited/financial-statements?companyId=363&stockId=638,Regent Textile Mills Limited,638
EASTRNLUB,Fuel & Power,http://lankabd.com/dse/stock-market/EASTRNLUB/eastern-lubricants-blenders-limited/financial-statements?companyId=105&stockId=105,Eastern Lubricants Blenders Limited,105
RUPALILIFE,Insurance,http://lankabd.com/dse/stock-market/RUPALILIFE/rupali-life-insurance-company-limited/financial-statements?companyId=226&stockId=226,Rupali Life Insurance Company Limited,226
GBBPOWER,Fuel & Power,http://lankabd.com/dse/stock-market/GBBPOWER/gbb-power-limited/financial-statements?companyId=289&stockId=284,GBB Power Limited,284
BDFINANCE,Financial Institutions,http://lankabd.com/dse/stock-market/BDFINANCE/bangladesh-finance-and-investment-company-limited/financial-statements?companyId=66&stockId=66,Bangladesh Finance and Investment Company Limited,66
WMSHIPYARD,Engineering,http://lankabd.com/dse/stock-market/WMSHIPYARD/western-marine-shipyard-limited/financial-statements?companyId=345&stockId=622,Western Marine Shipyard Limited,622
WATACHEM,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/WATACHEM/wata-chemicals-ltd/financial-statements?companyId=343&stockId=609,Wata Chemicals Ltd,609
BRACBANK,Bank,http://lankabd.com/dse/stock-market/BRACBANK/brac-bank-limited/financial-statements?companyId=15&stockId=15,BRAC Bank Limited,15
HAKKANIPUL,Paper & Printing,http://lankabd.com/dse/stock-market/HAKKANIPUL/hakkani-pulp-&-paper-mills-limited/financial-statements?companyId=130&stockId=130,Hakkani Pulp & Paper Mills Limited,130
PHPMF1,Mutual Funds,http://lankabd.com/dse/stock-market/PHPMF1/php-first-mutual-fund/financial-statements?companyId=266&stockId=266,PHP First Mutual Fund,266
GQBALLPEN,Miscellaneous,http://lankabd.com/dse/stock-market/GQBALLPEN/gq-ball-pen-industries-limited/financial-statements?companyId=125&stockId=125,GQ Ball Pen Industries Limited,125
DOREENPWR,Fuel & Power,http://lankabd.com/dse/stock-market/DOREENPWR/doreen-power-generations-and-systems-limited/financial-statements?companyId=368&stockId=643,Doreen Power Generations and Systems Limited,643
FARCHEM,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/FARCHEM/far-chemicals-industries-limited/financial-statements?companyId=336&stockId=612,Far Chemicals Industries Limited,612
PHOENIXFIN,Financial Institutions,http://lankabd.com/dse/stock-market/PHOENIXFIN/phoenix-finance-and-investments-limited/financial-statements?companyId=79&stockId=79,Phoenix Finance and Investments Limited,79
ZAHEENSPIN,Textile,http://lankabd.com/dse/stock-market/ZAHEENSPIN/zaheen-spinning-limited/financial-statements?companyId=353&stockId=629,Zaheen Spinning Limited,629
JANATAINS,Insurance,http://lankabd.com/dse/stock-market/JANATAINS/janata-insurance-company-ltd./financial-statements?companyId=204&stockId=204,Janata Insurance Company Ltd.,204
SHURWID,Engineering,http://lankabd.com/dse/stock-market/SHURWID/shurwid-industries-limited/financial-statements?companyId=347&stockId=619,Shurwid Industries Limited,619
ICBAMCL2ND,Mutual Funds,http://lankabd.com/dse/stock-market/ICBAMCL2ND/icb-amcl-second-mutual-fund/financial-statements?companyId=259&stockId=259,ICB AMCL Second Mutual Fund,259
KEYACOSMET,Pharmaceuticals & Chemicals,http://lankabd.com/dse/stock-market/KEYACOSMET/keya-cosmetics-limited/financial-statements?companyId=141&stockId=141,Keya Cosmetics Limited,141
YPL,Engineering,http://lankabd.com/dse/stock-market/YPL/yeakin-polymer-limited/financial-statements?companyId=371&stockId=647,Yeakin Polymer Limited,647
