industry,stockID,ticker,name,link
Engineering,48,BDTHAI,Bangladesh Thai Aluminium Limited,http://lankabd.com/dse/stock-market/BDTHAI/bangladesh-thai-aluminium-limited/financial-statements?companyId=48&stockId=48
Textile,273,ZAHINTEX,Zahintex Industries Limited,http://lankabd.com/dse/stock-market/ZAHINTEX/zahintex-industries-limited/financial-statements?companyId=286&stockId=273
Financial Institutions,69,FASFIN,FAS Finance & Investment Limited,http://lankabd.com/dse/stock-market/FASFIN/fas-finance-&-investment-limited/financial-statements?companyId=69&stockId=69
Food & Allied,604,EMERALDOIL,Emerald Oil Industries Limited,http://lankabd.com/dse/stock-market/EMERALDOIL/emeraldoil/financial-statements?companyId=333&stockId=604
Insurance,198,EASTLAND ,Eastland Insurance Company Limited,http://lankabd.com/dse/stock-market/EASTLAND/eastland-insurance-company-limited/financial-statements?companyId=198&stockId=198
Insurance,213,PHENIXINS,Phoenix Insurance Company Ltd.,http://lankabd.com/dse/stock-market/PHENIXINS/phoenix-insurance-company-ltd./financial-statements?companyId=213&stockId=213
Food & Allied,100,ZEALBANGLA,Zeal Bangla Sugar Mills Limited,http://lankabd.com/dse/stock-market/ZEALBANGLA/zeal-bangla-sugar-mills-limited/financial-statements?companyId=100&stockId=100
Bank,41,UTTARABANK,Uttara Bank Limited,http://lankabd.com/dse/stock-market/UTTARABANK/uttara-bank-limited/financial-statements?companyId=41&stockId=41
Travel & Leisure,296,UNIQUEHRL,Unique Hotel & Resorts Limited,http://lankabd.com/dse/stock-market/UNIQUEHRL/unique-hotel-&-resorts-limited/financial-statements?companyId=311&stockId=296
Pharmaceuticals & Chemicals,131,ACI,ACI Limited,http://lankabd.com/dse/stock-market/ACI/aci-limited/financial-statements?companyId=131&stockId=131
Mutual Funds,255,ICB1STNRB,ICB AMCL 1st NRB Mutual Fund,http://lankabd.com/dse/stock-market/ICB1STNRB/icb-amcl-1st-nrb-mutual-fund/financial-statements?companyId=255&stockId=255
Tannery Industries,157,BATASHOE,Bata Shoe Limited,http://lankabd.com/dse/stock-market/BATASHOE/bata-shoe-limited/financial-statements?companyId=157&stockId=157
Textile,162,ALLTEX,Alltex Industries Limited,http://lankabd.com/dse/stock-market/ALLTEX/alltex-industries-limited/financial-statements?companyId=162&stockId=162
Insurance,214,PIONEERINS,Pioneer Insurance Comapny Limited,http://lankabd.com/dse/stock-market/PIONEERINS/pioneer-insurance-comapny-limited/financial-statements?companyId=214&stockId=214
Mutual Funds,269,SEBL1STMF,Southeast Bank 1st Mutual Fund,http://lankabd.com/dse/stock-market/SEBL1STMF/southeast-bank-1st-mutual-fund/financial-statements?companyId=269&stockId=269
Textile,185,TALLUSPIN,Tallu Spinning Spinning Mills Limited,http://lankabd.com/dse/stock-market/TALLUSPIN/tallu-spinning-spinning-mills-limited/financial-statements?companyId=185&stockId=185
Textile,184,STYLECRAFT,Stylecraft Limited,http://lankabd.com/dse/stock-market/STYLECRAFT/stylecraft-limited/financial-statements?companyId=184&stockId=184
Ceramics Sector,10,RAKCERAMIC,Bangladesh) Limited,http://lankabd.com/dse/stock-market/RAKCERAMIC/rak-ceramics-(bangladesh)-limited/financial-statements?companyId=10&stockId=10
Mutual Funds,249,DBH1STMF,DBH First Mutual Fund,http://lankabd.com/dse/stock-market/DBH1STMF/dbh-first-mutual-fund/financial-statements?companyId=249&stockId=249
Insurance,218,PRIMEINSUR,Prime Insurance Company Limited,http://lankabd.com/dse/stock-market/PRIMEINSUR/prime-insurance-company-limited/financial-statements?companyId=218&stockId=218
Textile,646,ETL,Evince Textiles Limited,http://lankabd.com/dse/stock-market/ETL/evince-textiles-limited/financial-statements?companyId=370&stockId=646
Textile,169,DSHGARME,Desh Garmants Limited,http://lankabd.com/dse/stock-market/DSHGARME/desh-garmants-limited/financial-statements?companyId=169&stockId=169
Textile,167,DACCADYE,The Dacca Dyeing & Manufacturing Co.Limited,http://lankabd.com/dse/stock-market/DACCADYE/the-dacca-dyeing-&-manufacturing-co.limited/financial-statements?companyId=167&stockId=167
Pharmaceuticals & Chemicals,150,SQURPHARMA,Square Pharmaceuticals Limited,http://lankabd.com/dse/stock-market/SQURPHARMA/square-pharmaceuticals-limited/financial-statements?companyId=150&stockId=150
Services & Real Estate,153,SAMORITA,Samorita Hospital Limited,http://lankabd.com/dse/stock-market/SAMORITA/samorita-hospital-limited/financial-statements?companyId=153&stockId=153
Insurance,227,SANDHANINS,Sandhani Life Insurance,http://lankabd.com/dse/stock-market/SANDHANINS/sandhani-life-insurance/financial-statements?companyId=227&stockId=227
Cement,7,MICEMENT,M.I. Cement Factory Limited,http://lankabd.com/dse/stock-market/MICEMENT/m.i.-cement-factory-limited/financial-statements?companyId=7&stockId=7
Insurance,195,DELTALIFE,Delta Life Insurance Limited,http://lankabd.com/dse/stock-market/DELTALIFE/delta-life-insurance-limited/financial-statements?companyId=195&stockId=195
Insurance,206,MEGHNALIFE,Meghna Life Insurance Company Limited,http://lankabd.com/dse/stock-market/MEGHNALIFE/meghna-life-insurance-company-limited/financial-statements?companyId=206&stockId=206
Engineering,43,ANWARGALV,Anwar Galvanizing Limited,http://lankabd.com/dse/stock-market/ANWARGALV/anwar-galvanizing-limited/financial-statements?companyId=43&stockId=43
Mutual Funds,264,MBL1STMF,MBL 1st Mutual Fund,http://lankabd.com/dse/stock-market/MBL1STMF/mbl-1st-mutual-fund/financial-statements?companyId=264&stockId=264
Insurance,219,PRIMELIFE,Prime Islami Life Insurance Limited,http://lankabd.com/dse/stock-market/PRIMELIFE/prime-islami-life-insurance-limited/financial-statements?companyId=219&stockId=219
Bank,38,STANDBANKL,Standard Bank Limited,http://lankabd.com/dse/stock-market/STANDBANKL/standard-bank-limited/financial-statements?companyId=38&stockId=38
Mutual Funds,263,IFILISLMF1,IFIL Islamic Mutual Fund-1,http://lankabd.com/dse/stock-market/IFILISLMF1/ifil-islamic-mutual-fund-1/financial-statements?companyId=263&stockId=263
Fuel & Power,108,MPETROLEUM,Meghna Petroleum Limited,http://lankabd.com/dse/stock-market/MPETROLEUM/meghna-petroleum-limited/financial-statements?companyId=108&stockId=108
Mutual Funds,641,VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,http://lankabd.com/dse/stock-market/VAMLBDMF1/vanguard-aml-bd-finance-mutual-fund-one/financial-statements?companyId=366&stockId=641
Insurance,211,PARAMOUNT,Paramount Insurance Co. Ltd.,http://lankabd.com/dse/stock-market/PARAMOUNT/paramount-insurance-co.-ltd./financial-statements?companyId=211&stockId=211
Textile,170,DULAMIACOT,Dulamia Cotton Spinning Mills Limited,http://lankabd.com/dse/stock-market/DULAMIACOT/dulamia-cotton-spinning-mills-limited/financial-statements?companyId=170&stockId=170
Pharmaceuticals & Chemicals,644,ACMELAB,The ACME Laboratories Limited,http://lankabd.com/dse/stock-market/ACMELAB/the-acme-laboratories-limited-/financial-statements?companyId=369&stockId=644
Engineering,61,RANFOUNDRY,Rangpur Foundry Limited,http://lankabd.com/dse/stock-market/RANFOUNDRY/rangpur-foundry-limited/financial-statements?companyId=61&stockId=61
Textile,608,HWAWELLTEX,BD) Limited,http://lankabd.com/dse/stock-market/HWAWELLTEX/hwa-well-textiles-(bd)-limited/financial-statements?companyId=335&stockId=608
Mutual Funds,247,AIBL1STIMF,AIBL 1st Islamic Mutual Fund,http://lankabd.com/dse/stock-market/AIBL1STIMF/aibl-1st-islamic-mutual-fund/financial-statements?companyId=247&stockId=247
Mutual Funds,630,ATCSLGF,Asian Tiger Sandhani Life Growth Fund,http://lankabd.com/dse/stock-market/ATCSLGF/asian-tiger-sandhani-life-growth-fund/financial-statements?companyId=354&stockId=630
Mutual Funds,271,RELIANCE1,Reliance One the 1st scheme of Reliance Insurance Mutual Fund,http://lankabd.com/dse/stock-market/RELIANCE1/reliance-one-the-1st-scheme-of-reliance-insurance-mutual-fund/financial-statements?companyId=271&stockId=271
Mutual Funds,292,NCCBLMF1,NCCBL MUTUAL FUND-1,http://lankabd.com/dse/stock-market/NCCBLMF1/nccbl-mutual-fund-1/financial-statements?companyId=308&stockId=292
Textile,176,MODERNDYE,Modern Dyeing & Screen Printing Limited,http://lankabd.com/dse/stock-market/MODERNDYE/modern-dyeing-&-screen-printing-limited/financial-statements?companyId=176&stockId=176
Insurance,209,NITOLINS,Nitol Insurance Company Limited,http://lankabd.com/dse/stock-market/NITOLINS/nitol-insurance-company-limited/financial-statements?companyId=209&stockId=209
Insurance,188,AGRANINS,Agrani Insurance Company Ltd.,http://lankabd.com/dse/stock-market/AGRANINS/agrani-insurance-company-ltd./financial-statements?companyId=188&stockId=188
Fuel & Power,101,BDWELDING,Bangladesh Welding Electrodes Limited,http://lankabd.com/dse/stock-market/BDWELDING/bangladesh-welding-electrodes-limited/financial-statements?companyId=101&stockId=101
Ceramics Sector,8,FUWANGCER,Fu-Wang Ceramic Limited,http://lankabd.com/dse/stock-market/FUWANGCER/fu-wang-ceramic-limited/financial-statements?companyId=8&stockId=8
Mutual Funds,566,EXIM1STMF,EXIM Bank 1st Mutual Fund,http://lankabd.com/dse/stock-market/EXIM1STMF/exim1stmf/financial-statements?companyId=323&stockId=566
Food & Allied,59,OLYMPIC ,Olympic Industries,http://lankabd.com/dse/stock-market/OLYMPIC/olympic-industries/financial-statements?companyId=59&stockId=59
Telecommunication,279,BSCCL,Bangladesh Submarine Cable Company Limited,http://lankabd.com/dse/stock-market/BSCCL/bangladesh-submarine-cable-company-limited--/financial-statements?companyId=292&stockId=279
Pharmaceuticals & Chemicals,325,ORIONPHARM,Orion Pharma Limited,http://lankabd.com/dse/stock-market/ORIONPHARM/orion-pharma-limited/financial-statements?companyId=318&stockId=325
Engineering,51,ECABLES,Eastern Cables Limited,http://lankabd.com/dse/stock-market/ECABLES/eastern-cables-limited/financial-statements?companyId=51&stockId=51
Bank,1,ABBANK,AB Bank Limited,http://lankabd.com/dse/stock-market/ABBANK/ab-bank-limited/financial-statements?companyId=1&stockId=1
Cement,5,LAFSURCEML,Lafarge Surma Cement Limited,http://lankabd.com/dse/stock-market/LAFSURCEML/lafarge-surma-cement-limited/financial-statements?companyId=5&stockId=5
Textile,180,SAFKOSPINN,Safko Spinnings Mills Limited,http://lankabd.com/dse/stock-market/SAFKOSPINN/safko-spinnings-mills-limited/financial-statements?companyId=180&stockId=180
Textile,564,FAMILYTEX,BD) Limited,http://lankabd.com/dse/stock-market/FAMILYTEX/familytex-(bd)-limited/financial-statements?companyId=321&stockId=564
Pharmaceuticals & Chemicals,143,LIBRAINFU,Libra Infusions Limited,http://lankabd.com/dse/stock-market/LIBRAINFU/libra-infusions-limited/financial-statements?companyId=143&stockId=143
Textile,172,MAKSONSPIN,Maksons Spinning Mills Limited,http://lankabd.com/dse/stock-market/MAKSONSPIN/maksons-spinning-mills-limited/financial-statements?companyId=172&stockId=172
Insurance,203,ISLAMIINS,Islami Insurance Bangladesh Limited,http://lankabd.com/dse/stock-market/ISLAMIINS/islami-insurance-bangladesh-limited/financial-statements?companyId=203&stockId=203
Fuel & Power,613,SPCL,Shahjibazar Power Co. Ltd.,http://lankabd.com/dse/stock-market/SPCL/shahjibazar-power-co.-ltd./financial-statements?companyId=337&stockId=613
Mutual Funds,640,SEMLLECMF,SEML Lecture Equity Management Fund,http://lankabd.com/dse/stock-market/SEMLLECMF/seml-lecture-equity-management-fund/financial-statements?companyId=365&stockId=640
Mutual Funds,651,CAPMBDBLMF,CAPM BDBL Mutual Fund 01,http://lankabd.com/dse/stock-market/CAPMBDBLMF/capm-bdbl-mutual-fund-01/financial-statements?companyId=374&stockId=651
Cement,4,HEIDELBCEM,Heidelberg Cement Bangladesh Limited,http://lankabd.com/dse/stock-market/HEIDELBCEM/heidelberg-cement-bangladesh-limited/financial-statements?companyId=4&stockId=4
Food & Allied,88,BANGAS,Bangas Limited,http://lankabd.com/dse/stock-market/BANGAS/bangas-limited/financial-statements?companyId=88&stockId=88
Pharmaceuticals & Chemicals,135,BEACONPHAR,Beacon Pharmaceuticals Limited,http://lankabd.com/dse/stock-market/BEACONPHAR/beacon-pharmaceuticals-limited/financial-statements?companyId=135&stockId=135
Insurance,208,NATLIFEINS,National Life Insurance Company Limited,http://lankabd.com/dse/stock-market/NATLIFEINS/national-life-insurance-company-limited/financial-statements?companyId=208&stockId=208
Cement,6,MEGHNACEM,Meghna Cement Mills Limited,http://lankabd.com/dse/stock-market/MEGHNACEM/meghna-cement-mills-limited/financial-statements?companyId=6&stockId=6
Miscellaneous,121,ARAMIT,Aramit Limited,http://lankabd.com/dse/stock-market/ARAMIT/aramit-limited/financial-statements?companyId=121&stockId=121
Telecommunication,160,GP,Grameenphone Limited,http://lankabd.com/dse/stock-market/GP/grameenphone-limited/financial-statements?companyId=160&stockId=160
Fuel & Power,631,UPGDCL,United Power Generation & Distribution Company Limited,http://lankabd.com/dse/stock-market/UPGDCL/united-power-generation-&-distribution-company-limited/financial-statements?companyId=355&stockId=631
Mutual Funds,256,ICB2NDNRB,ICB AMCL 2nd NRB Mutual Fund,http://lankabd.com/dse/stock-market/ICB2NDNRB/icb-amcl-2nd-nrb-mutual-fund/financial-statements?companyId=256&stockId=256
Pharmaceuticals & Chemicals,565,JMISMDL,JMI Syringes & Medical Devices Ltd,http://lankabd.com/dse/stock-market/JMISMDL/jmi-syringes-&-medical-devices-ltd/financial-statements?companyId=325&stockId=565
Mutual Funds,254,GREENDELMF,Green Delta Mutual Fund,http://lankabd.com/dse/stock-market/GREENDELMF/green-delta-mutual-fund/financial-statements?companyId=254&stockId=254
Textile,290,SAIHAMCOT,Saiham Cotton Mills Limited,http://lankabd.com/dse/stock-market/SAIHAMCOT/saiham-cotton-mills-limited/financial-statements?companyId=303&stockId=290
Textile,183,SQUARETEXT,Square Textile Limited,http://lankabd.com/dse/stock-market/SQUARETEXT/square-textile-limited/financial-statements?companyId=183&stockId=183
Bank,18,DUTCHBANGL,Dutch-Bangla Bank Limited,http://lankabd.com/dse/stock-market/DUTCHBANGL/dutch-bangla-bank-limited/financial-statements?companyId=18&stockId=18
Pharmaceuticals & Chemicals,137,BXSYNTH,Beximco Synthetics Limited,http://lankabd.com/dse/stock-market/BXSYNTH/beximco-synthetics-limited/financial-statements?companyId=137&stockId=137
IT Sector,114,BDCOM,BDCOM Online Limited,http://lankabd.com/dse/stock-market/BDCOM/bdcom-online-limited/financial-statements?companyId=114&stockId=114
Pharmaceuticals & Chemicals,147,RECKITTBEN,Reckitt Benckiser(Bd.)Limited,http://lankabd.com/dse/stock-market/RECKITTBEN/reckitt-benckiser(bd.)limited/financial-statements?companyId=147&stockId=147
Mutual Funds,649,VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,http://lankabd.com/dse/stock-market/VAMLRBBF/vanguard-aml-rupali-bank-balanced-fund/financial-statements?companyId=373&stockId=649
Engineering,47,BDLAMPS,Bangladesh Lamps Limited,http://lankabd.com/dse/stock-market/BDLAMPS/bangladesh-lamps-limited/financial-statements?companyId=47&stockId=47
Mutual Funds,563,ICBSONALI1,ICB AMCL Sonali Bank Limited 1st Mutual Fund,http://lankabd.com/dse/stock-market/ICBSONALI1/icb-amcl-sonali-bank-limited-1st-mutual-fund/financial-statements?companyId=324&stockId=563
Miscellaneous,129,USMANIAGL,Usmania Glass Sheet Factory Limited,http://lankabd.com/dse/stock-market/USMANIAGL/usmania-glass-sheet-factory-limited/financial-statements?companyId=129&stockId=129
Textile,174,METROSPIN,Metro Spinning Limited,http://lankabd.com/dse/stock-market/METROSPIN/metro-spinning-limited/financial-statements?companyId=174&stockId=174
Insurance,215,POPULARLIF,Popular Life Insurance Co. Limited,http://lankabd.com/dse/stock-market/POPULARLIF/popular-life-insurance-co.-limited/financial-statements?companyId=215&stockId=215
Tannery Industries,158,LEGACYFOOT,Legacy Footwear Limited,http://lankabd.com/dse/stock-market/LEGACYFOOT/legacy-footwear-limited/financial-statements?companyId=158&stockId=158
Pharmaceuticals & Chemicals,138,GLAXOSMITH,Glaxo SmithKline PLC,http://lankabd.com/dse/stock-market/GLAXOSMITH/glaxo-smithkline-plc/financial-statements?companyId=138&stockId=138
Food & Allied,89,BATBC,British American Tobacco Bangladesh Company,http://lankabd.com/dse/stock-market/BATBC/british-american-tobacco-bangladesh-company/financial-statements?companyId=89&stockId=89
Pharmaceuticals & Chemicals,148,RENATA,Renata Limited,http://lankabd.com/dse/stock-market/RENATA/renata-limited/financial-statements?companyId=148&stockId=148
Engineering,632,BSRMLTD,Bangladesh Steel Re-Rolling Mills Limited,http://lankabd.com/dse/stock-market/BSRMLTD/bangladesh-steel-re-rolling-mills-limited/financial-statements?companyId=356&stockId=632
Mutual Funds,293,NLI1STMF,NLI FIRST MUTUAL FUND,http://lankabd.com/dse/stock-market/NLI1STMF/nli-first-mutual-fund/financial-statements?companyId=309&stockId=293
Textile,175,MITHUNKNIT,Mithun Knitting and Dyeing Limited,http://lankabd.com/dse/stock-market/MITHUNKNIT/mithun-knitting-and-dyeing-limited/financial-statements?companyId=175&stockId=175
Engineering,56,NAVANACNG,Navana CNG Limited,http://lankabd.com/dse/stock-market/NAVANACNG/navana-cng-limited/financial-statements?companyId=56&stockId=56
Pharmaceuticals & Chemicals,146,PHARMAID,Pharma Aids Limited,http://lankabd.com/dse/stock-market/PHARMAID/pharma-aids-limited/financial-statements?companyId=146&stockId=146
Mutual Funds,268,PRIME1ICBA,Prime Bank 1st ICB AMCL Mutual Fund,http://lankabd.com/dse/stock-market/PRIME1ICBA/prime-bank-1st-icb-amcl-mutual-fund/financial-statements?companyId=268&stockId=268
Food & Allied,86,AMCL(PRAN),Agricultural Marketing Co Ltd.,http://lankabd.com/dse/stock-market/AMCL(PRAN)/agricultural-marketing-co-ltd./financial-statements?companyId=86&stockId=86
Pharmaceuticals & Chemicals,134,AMBEEPHA,Ambee Pharmaceuticals Limited,http://lankabd.com/dse/stock-market/AMBEEPHA/ambee-pharmaceuticals-limited/financial-statements?companyId=134&stockId=134
Fuel & Power,111,SUMITPOWER,Summit Power Limited,http://lankabd.com/dse/stock-market/SUMITPOWER/summit-power-limited/financial-statements?companyId=111&stockId=111
Mutual Funds,253,GRAMEENS2,Grameen One : Scheme Two,http://lankabd.com/dse/stock-market/GRAMEENS2/grameen-one-:-scheme-two/financial-statements?companyId=253&stockId=253
Food & Allied,87,APEXFOODS,Apex Foods Limited,http://lankabd.com/dse/stock-market/APEXFOODS/apexfoods-/financial-statements?companyId=87&stockId=87
Pharmaceuticals & Chemicals,144,MARICO,Marico Bangladesh Limited,http://lankabd.com/dse/stock-market/MARICO/marico-bangladesh-limited/financial-statements?companyId=144&stockId=144
Tannery Industries,155,APEXFOOT,Apex Footwear Limited,http://lankabd.com/dse/stock-market/APEXFOOT/apex-footwear-limited/financial-statements?companyId=155&stockId=155
Mutual Funds,232,LRGLOBMF1,LR Global Bangladesh Mutual Fund One,http://lankabd.com/dse/stock-market/LRGLOBMF1/lr-global-bangladesh-mutual-fund-one/financial-statements?companyId=232&stockId=232
Insurance,199,FAREASTLIF,Fareast Islami Life Insurance Company Limited,http://lankabd.com/dse/stock-market/FAREASTLIF/fareast-islami-life-insurance-company-limited/financial-statements?companyId=199&stockId=199
Pharmaceuticals & Chemicals,139,IBNSINA,The Ibn Sina Pharmaceutical Industry Limited,http://lankabd.com/dse/stock-market/IBNSINA/the-ibn-sina-pharmaceutical-industry-limited/financial-statements?companyId=139&stockId=139
Pharmaceuticals & Chemicals,142,KOHINOOR,Kohinoor Chemicals Limited,http://lankabd.com/dse/stock-market/KOHINOOR/kohinoor-chemicals-limited/financial-statements?companyId=142&stockId=142
